"","acronym","day","media"
"1","ACER",2015-07-01,0
"2","ACER",2015-07-02,0
"3","ACER",2015-07-03,0
"4","ACER",2015-07-04,0
"5","ACER",2015-07-05,0
"6","ACER",2015-07-06,0
"7","ACER",2015-07-07,0
"8","ACER",2015-07-08,0
"9","ACER",2015-07-09,0
"10","ACER",2015-07-10,0
"11","ACER",2015-07-11,0
"12","ACER",2015-07-12,0
"13","ACER",2015-07-13,0
"14","ACER",2015-07-14,0
"15","ACER",2015-07-15,0
"16","ACER",2015-07-16,0
"17","ACER",2015-07-17,0
"18","ACER",2015-07-18,0
"19","ACER",2015-07-19,0
"20","ACER",2015-07-20,0
"21","ACER",2015-07-21,0
"22","ACER",2015-07-22,0
"23","ACER",2015-07-23,0
"24","ACER",2015-07-24,0
"25","ACER",2015-07-25,0
"26","ACER",2015-07-26,0
"27","ACER",2015-07-27,0
"28","ACER",2015-07-28,0
"29","ACER",2015-07-29,0
"30","ACER",2015-07-30,0
"31","ACER",2015-07-31,0
"32","ACER",2015-08-01,0
"33","ACER",2015-08-02,0
"34","ACER",2015-08-03,0
"35","ACER",2015-08-04,1
"36","ACER",2015-08-05,0
"37","ACER",2015-08-06,0
"38","ACER",2015-08-07,0
"39","ACER",2015-08-08,0
"40","ACER",2015-08-09,0
"41","ACER",2015-08-10,0
"42","ACER",2015-08-11,0
"43","ACER",2015-08-12,0
"44","ACER",2015-08-13,0
"45","ACER",2015-08-14,0
"46","ACER",2015-08-15,0
"47","ACER",2015-08-16,0
"48","ACER",2015-08-17,0
"49","ACER",2015-08-18,0
"50","ACER",2015-08-19,0
"51","ACER",2015-08-20,0
"52","ACER",2015-08-21,0
"53","ACER",2015-08-22,0
"54","ACER",2015-08-23,0
"55","ACER",2015-08-24,0
"56","ACER",2015-08-25,0
"57","ACER",2015-08-26,0
"58","ACER",2015-08-27,0
"59","ACER",2015-08-28,0
"60","ACER",2015-08-29,0
"61","ACER",2015-08-30,0
"62","ACER",2015-08-31,0
"63","ACER",2015-09-01,0
"64","ACER",2015-09-02,0
"65","ACER",2015-09-03,0
"66","ACER",2015-09-04,0
"67","ACER",2015-09-05,0
"68","ACER",2015-09-06,0
"69","ACER",2015-09-07,0
"70","ACER",2015-09-08,0
"71","ACER",2015-09-09,0
"72","ACER",2015-09-10,0
"73","ACER",2015-09-11,0
"74","ACER",2015-09-12,0
"75","ACER",2015-09-13,0
"76","ACER",2015-09-14,0
"77","ACER",2015-09-15,0
"78","ACER",2015-09-16,0
"79","ACER",2015-09-17,0
"80","ACER",2015-09-18,0
"81","ACER",2015-09-19,0
"82","ACER",2015-09-20,0
"83","ACER",2015-09-21,0
"84","ACER",2015-09-22,0
"85","ACER",2015-09-23,1
"86","ACER",2015-09-24,0
"87","ACER",2015-09-25,0
"88","ACER",2015-09-26,0
"89","ACER",2015-09-27,0
"90","ACER",2015-09-28,0
"91","ACER",2015-09-29,0
"92","ACER",2015-09-30,0
"93","ACER",2015-10-01,0
"94","ACER",2015-10-02,0
"95","ACER",2015-10-03,0
"96","ACER",2015-10-04,0
"97","ACER",2015-10-05,0
"98","ACER",2015-10-06,0
"99","ACER",2015-10-07,0
"100","ACER",2015-10-08,0
"101","ACER",2015-10-09,0
"102","ACER",2015-10-10,0
"103","ACER",2015-10-11,0
"104","ACER",2015-10-12,0
"105","ACER",2015-10-13,0
"106","ACER",2015-10-14,0
"107","ACER",2015-10-15,0
"108","ACER",2015-10-16,0
"109","ACER",2015-10-17,0
"110","ACER",2015-10-18,0
"111","ACER",2015-10-19,0
"112","ACER",2015-10-20,0
"113","ACER",2015-10-21,0
"114","ACER",2015-10-22,0
"115","ACER",2015-10-23,0
"116","ACER",2015-10-24,0
"117","ACER",2015-10-25,0
"118","ACER",2015-10-26,0
"119","ACER",2015-10-27,0
"120","ACER",2015-10-28,0
"121","ACER",2015-10-29,0
"122","ACER",2015-10-30,0
"123","ACER",2015-10-31,0
"124","ACER",2015-11-01,0
"125","ACER",2015-11-02,0
"126","ACER",2015-11-03,0
"127","ACER",2015-11-04,0
"128","ACER",2015-11-05,0
"129","ACER",2015-11-06,0
"130","ACER",2015-11-07,0
"131","ACER",2015-11-08,0
"132","ACER",2015-11-09,0
"133","ACER",2015-11-10,0
"134","ACER",2015-11-11,0
"135","ACER",2015-11-12,0
"136","ACER",2015-11-13,0
"137","ACER",2015-11-14,0
"138","ACER",2015-11-15,0
"139","ACER",2015-11-16,0
"140","ACER",2015-11-17,0
"141","ACER",2015-11-18,0
"142","ACER",2015-11-19,0
"143","ACER",2015-11-20,0
"144","ACER",2015-11-21,0
"145","ACER",2015-11-22,0
"146","ACER",2015-11-23,0
"147","ACER",2015-11-24,0
"148","ACER",2015-11-25,0
"149","ACER",2015-11-26,0
"150","ACER",2015-11-27,0
"151","ACER",2015-11-28,0
"152","ACER",2015-11-29,0
"153","ACER",2015-11-30,0
"154","ACER",2015-12-01,0
"155","ACER",2015-12-02,0
"156","ACER",2015-12-03,0
"157","ACER",2015-12-04,0
"158","ACER",2015-12-05,0
"159","ACER",2015-12-06,0
"160","ACER",2015-12-07,0
"161","ACER",2015-12-08,0
"162","ACER",2015-12-09,0
"163","ACER",2015-12-10,0
"164","ACER",2015-12-11,0
"165","ACER",2015-12-12,0
"166","ACER",2015-12-13,0
"167","ACER",2015-12-14,0
"168","ACER",2015-12-15,0
"169","ACER",2015-12-16,0
"170","ACER",2015-12-17,0
"171","ACER",2015-12-18,0
"172","ACER",2015-12-19,0
"173","ACER",2015-12-20,0
"174","ACER",2015-12-21,0
"175","ACER",2015-12-22,0
"176","ACER",2015-12-23,0
"177","ACER",2015-12-24,0
"178","ACER",2015-12-25,0
"179","ACER",2015-12-26,0
"180","ACER",2015-12-27,0
"181","ACER",2015-12-28,0
"182","ACER",2015-12-29,0
"183","ACER",2015-12-30,0
"184","ACER",2015-12-31,0
"185","ACER",2016-01-01,0
"186","ACER",2016-01-02,1
"187","ACER",2016-01-03,0
"188","ACER",2016-01-04,0
"189","ACER",2016-01-05,0
"190","ACER",2016-01-06,0
"191","ACER",2016-01-07,0
"192","ACER",2016-01-08,0
"193","ACER",2016-01-09,0
"194","ACER",2016-01-10,0
"195","ACER",2016-01-11,0
"196","ACER",2016-01-12,0
"197","ACER",2016-01-13,0
"198","ACER",2016-01-14,0
"199","ACER",2016-01-15,0
"200","ACER",2016-01-16,0
"201","ACER",2016-01-17,0
"202","ACER",2016-01-18,0
"203","ACER",2016-01-19,0
"204","ACER",2016-01-20,0
"205","ACER",2016-01-21,0
"206","ACER",2016-01-22,0
"207","ACER",2016-01-23,0
"208","ACER",2016-01-24,0
"209","ACER",2016-01-25,0
"210","ACER",2016-01-26,0
"211","ACER",2016-01-27,0
"212","ACER",2016-01-28,0
"213","ACER",2016-01-29,0
"214","ACER",2016-01-30,0
"215","ACER",2016-01-31,0
"216","ACER",2016-02-01,0
"217","ACER",2016-02-02,0
"218","ACER",2016-02-03,0
"219","ACER",2016-02-04,0
"220","ACER",2016-02-05,0
"221","ACER",2016-02-06,0
"222","ACER",2016-02-07,0
"223","ACER",2016-02-08,0
"224","ACER",2016-02-09,0
"225","ACER",2016-02-10,0
"226","ACER",2016-02-11,0
"227","ACER",2016-02-12,0
"228","ACER",2016-02-13,0
"229","ACER",2016-02-14,0
"230","ACER",2016-02-15,0
"231","ACER",2016-02-16,0
"232","ACER",2016-02-17,0
"233","ACER",2016-02-18,0
"234","ACER",2016-02-19,0
"235","ACER",2016-02-20,0
"236","ACER",2016-02-21,0
"237","ACER",2016-02-22,0
"238","ACER",2016-02-23,0
"239","ACER",2016-02-24,0
"240","ACER",2016-02-25,0
"241","ACER",2016-02-26,0
"242","ACER",2016-02-27,0
"243","ACER",2016-02-28,0
"244","ACER",2016-02-29,0
"245","ACER",2016-03-01,0
"246","ACER",2016-03-02,0
"247","ACER",2016-03-03,0
"248","ACER",2016-03-04,0
"249","ACER",2016-03-05,0
"250","ACER",2016-03-06,0
"251","ACER",2016-03-07,0
"252","ACER",2016-03-08,0
"253","ACER",2016-03-09,0
"254","ACER",2016-03-10,0
"255","ACER",2016-03-11,0
"256","ACER",2016-03-12,0
"257","ACER",2016-03-13,0
"258","ACER",2016-03-14,0
"259","ACER",2016-03-15,0
"260","ACER",2016-03-16,0
"261","ACER",2016-03-17,0
"262","ACER",2016-03-18,0
"263","ACER",2016-03-19,0
"264","ACER",2016-03-20,0
"265","ACER",2016-03-21,0
"266","ACER",2016-03-22,0
"267","ACER",2016-03-23,0
"268","ACER",2016-03-24,0
"269","ACER",2016-03-25,0
"270","ACER",2016-03-26,0
"271","ACER",2016-03-27,0
"272","ACER",2016-03-28,0
"273","ACER",2016-03-29,0
"274","ACER",2016-03-30,0
"275","ACER",2016-03-31,0
"276","ACER",2016-04-01,0
"277","ACER",2016-04-02,0
"278","ACER",2016-04-03,0
"279","ACER",2016-04-04,0
"280","ACER",2016-04-05,0
"281","ACER",2016-04-06,0
"282","ACER",2016-04-07,0
"283","ACER",2016-04-08,0
"284","ACER",2016-04-09,0
"285","ACER",2016-04-10,0
"286","ACER",2016-04-11,0
"287","ACER",2016-04-12,0
"288","ACER",2016-04-13,0
"289","ACER",2016-04-14,0
"290","ACER",2016-04-15,0
"291","ACER",2016-04-16,0
"292","ACER",2016-04-17,0
"293","ACER",2016-04-18,0
"294","ACER",2016-04-19,0
"295","ACER",2016-04-20,0
"296","ACER",2016-04-21,0
"297","ACER",2016-04-22,0
"298","ACER",2016-04-23,0
"299","ACER",2016-04-24,0
"300","ACER",2016-04-25,0
"301","ACER",2016-04-26,0
"302","ACER",2016-04-27,0
"303","ACER",2016-04-28,0
"304","ACER",2016-04-29,0
"305","ACER",2016-04-30,0
"306","ACER",2016-05-01,0
"307","ACER",2016-05-02,0
"308","ACER",2016-05-03,0
"309","ACER",2016-05-04,0
"310","ACER",2016-05-05,0
"311","ACER",2016-05-06,0
"312","ACER",2016-05-07,0
"313","ACER",2016-05-08,0
"314","ACER",2016-05-09,0
"315","ACER",2016-05-10,0
"316","ACER",2016-05-11,0
"317","ACER",2016-05-12,0
"318","ACER",2016-05-13,0
"319","ACER",2016-05-14,0
"320","ACER",2016-05-15,0
"321","ACER",2016-05-16,0
"322","ACER",2016-05-17,0
"323","ACER",2016-05-18,0
"324","ACER",2016-05-19,0
"325","ACER",2016-05-20,0
"326","ACER",2016-05-21,0
"327","ACER",2016-05-22,0
"328","ACER",2016-05-23,0
"329","ACER",2016-05-24,0
"330","ACER",2016-05-25,0
"331","ACER",2016-05-26,0
"332","ACER",2016-05-27,0
"333","ACER",2016-05-28,0
"334","ACER",2016-05-29,0
"335","ACER",2016-05-30,0
"336","ACER",2016-05-31,0
"337","ACER",2016-06-01,0
"338","ACER",2016-06-02,0
"339","ACER",2016-06-03,0
"340","ACER",2016-06-04,0
"341","ACER",2016-06-05,0
"342","ACER",2016-06-06,0
"343","ACER",2016-06-07,0
"344","ACER",2016-06-08,0
"345","ACER",2016-06-09,0
"346","ACER",2016-06-10,0
"347","ACER",2016-06-11,0
"348","ACER",2016-06-12,0
"349","ACER",2016-06-13,0
"350","ACER",2016-06-14,0
"351","ACER",2016-06-15,0
"352","ACER",2016-06-16,0
"353","ACER",2016-06-17,0
"354","ACER",2016-06-18,0
"355","ACER",2016-06-19,0
"356","ACER",2016-06-20,0
"357","ACER",2016-06-21,0
"358","ACER",2016-06-22,0
"359","ACER",2016-06-23,0
"360","ACER",2016-06-24,0
"361","ACER",2016-06-25,0
"362","ACER",2016-06-26,0
"363","ACER",2016-06-27,0
"364","ACER",2016-06-28,0
"365","ACER",2016-06-29,0
"366","ACER",2016-06-30,0
"367","ACER",2016-07-01,0
"368","ACER",2016-07-02,0
"369","ACER",2016-07-03,0
"370","ACER",2016-07-04,0
"371","ACER",2016-07-05,0
"372","ACER",2016-07-06,0
"373","ACER",2016-07-07,0
"374","ACER",2016-07-08,0
"375","ACER",2016-07-09,0
"376","ACER",2016-07-10,0
"377","ACER",2016-07-11,0
"378","ACER",2016-07-12,0
"379","ACER",2016-07-13,0
"380","ACER",2016-07-14,0
"381","ACER",2016-07-15,0
"382","ACER",2016-07-16,0
"383","ACER",2016-07-17,0
"384","ACER",2016-07-18,0
"385","ACER",2016-07-19,0
"386","ACER",2016-07-20,0
"387","ACER",2016-07-21,0
"388","ACER",2016-07-22,0
"389","ACER",2016-07-23,0
"390","ACER",2016-07-24,0
"391","ACER",2016-07-25,0
"392","ACER",2016-07-26,0
"393","ACER",2016-07-27,0
"394","ACER",2016-07-28,0
"395","ACER",2016-07-29,0
"396","ACER",2016-07-30,0
"397","ACER",2016-07-31,0
"398","ACER",2016-08-01,0
"399","ACER",2016-08-02,0
"400","ACER",2016-08-03,0
"401","ACER",2016-08-04,0
"402","ACER",2016-08-05,0
"403","ACER",2016-08-06,0
"404","ACER",2016-08-07,0
"405","ACER",2016-08-08,0
"406","ACER",2016-08-09,0
"407","ACER",2016-08-10,0
"408","ACER",2016-08-11,0
"409","ACER",2016-08-12,0
"410","ACER",2016-08-13,0
"411","ACER",2016-08-14,0
"412","ACER",2016-08-15,0
"413","ACER",2016-08-16,0
"414","ACER",2016-08-17,0
"415","ACER",2016-08-18,0
"416","ACER",2016-08-19,0
"417","ACER",2016-08-20,0
"418","ACER",2016-08-21,0
"419","ACER",2016-08-22,0
"420","ACER",2016-08-23,0
"421","ACER",2016-08-24,0
"422","ACER",2016-08-25,0
"423","ACER",2016-08-26,0
"424","ACER",2016-08-27,0
"425","ACER",2016-08-28,0
"426","ACER",2016-08-29,0
"427","ACER",2016-08-30,0
"428","ACER",2016-08-31,0
"429","ACER",2016-09-01,0
"430","ACER",2016-09-02,0
"431","ACER",2016-09-03,0
"432","ACER",2016-09-04,0
"433","ACER",2016-09-05,0
"434","ACER",2016-09-06,0
"435","ACER",2016-09-07,0
"436","ACER",2016-09-08,0
"437","ACER",2016-09-09,0
"438","ACER",2016-09-10,0
"439","ACER",2016-09-11,0
"440","ACER",2016-09-12,0
"441","ACER",2016-09-13,0
"442","ACER",2016-09-14,0
"443","ACER",2016-09-15,0
"444","ACER",2016-09-16,0
"445","ACER",2016-09-17,0
"446","ACER",2016-09-18,0
"447","ACER",2016-09-19,0
"448","ACER",2016-09-20,0
"449","ACER",2016-09-21,0
"450","ACER",2016-09-22,0
"451","ACER",2016-09-23,0
"452","ACER",2016-09-24,0
"453","ACER",2016-09-25,0
"454","ACER",2016-09-26,0
"455","ACER",2016-09-27,0
"456","ACER",2016-09-28,0
"457","ACER",2016-09-29,0
"458","ACER",2016-09-30,0
"459","ACER",2016-10-01,0
"460","ACER",2016-10-02,0
"461","ACER",2016-10-03,0
"462","ACER",2016-10-04,0
"463","ACER",2016-10-05,0
"464","ACER",2016-10-06,0
"465","ACER",2016-10-07,0
"466","ACER",2016-10-08,0
"467","ACER",2016-10-09,0
"468","ACER",2016-10-10,0
"469","ACER",2016-10-11,0
"470","ACER",2016-10-12,0
"471","ACER",2016-10-13,0
"472","ACER",2016-10-14,0
"473","ACER",2016-10-15,0
"474","ACER",2016-10-16,0
"475","ACER",2016-10-17,0
"476","ACER",2016-10-18,0
"477","ACER",2016-10-19,0
"478","ACER",2016-10-20,0
"479","ACER",2016-10-21,0
"480","ACER",2016-10-22,0
"481","ACER",2016-10-23,0
"482","ACER",2016-10-24,0
"483","ACER",2016-10-25,0
"484","ACER",2016-10-26,0
"485","ACER",2016-10-27,0
"486","ACER",2016-10-28,0
"487","ACER",2016-10-29,0
"488","ACER",2016-10-30,0
"489","ACER",2016-10-31,0
"490","ACER",2016-11-01,0
"491","ACER",2016-11-02,0
"492","ACER",2016-11-03,0
"493","ACER",2016-11-04,0
"494","ACER",2016-11-05,0
"495","ACER",2016-11-06,0
"496","ACER",2016-11-07,0
"497","ACER",2016-11-08,0
"498","ACER",2016-11-09,0
"499","ACER",2016-11-10,0
"500","ACER",2016-11-11,0
"501","ACER",2016-11-12,0
"502","ACER",2016-11-13,0
"503","ACER",2016-11-14,0
"504","ACER",2016-11-15,0
"505","ACER",2016-11-16,0
"506","ACER",2016-11-17,0
"507","ACER",2016-11-18,0
"508","ACER",2016-11-19,0
"509","ACER",2016-11-20,0
"510","ACER",2016-11-21,0
"511","ACER",2016-11-22,0
"512","ACER",2016-11-23,0
"513","ACER",2016-11-24,0
"514","ACER",2016-11-25,0
"515","ACER",2016-11-26,0
"516","ACER",2016-11-27,0
"517","ACER",2016-11-28,0
"518","ACER",2016-11-29,0
"519","ACER",2016-11-30,0
"520","ACER",2016-12-01,1
"521","ACER",2016-12-02,0
"522","ACER",2016-12-03,0
"523","ACER",2016-12-04,0
"524","ACER",2016-12-05,0
"525","ACER",2016-12-06,0
"526","ACER",2016-12-07,0
"527","ACER",2016-12-08,0
"528","ACER",2016-12-09,0
"529","ACER",2016-12-10,0
"530","ACER",2016-12-11,0
"531","ACER",2016-12-12,0
"532","ACER",2016-12-13,0
"533","ACER",2016-12-14,0
"534","ACER",2016-12-15,0
"535","ACER",2016-12-16,0
"536","ACER",2016-12-17,0
"537","ACER",2016-12-18,0
"538","ACER",2016-12-19,0
"539","ACER",2016-12-20,0
"540","ACER",2016-12-21,0
"541","ACER",2016-12-22,0
"542","ACER",2016-12-23,0
"543","ACER",2016-12-24,0
"544","ACER",2016-12-25,0
"545","ACER",2016-12-26,0
"546","ACER",2016-12-27,0
"547","ACER",2016-12-28,0
"548","ACER",2016-12-29,0
"549","ACER",2016-12-30,0
"550","ACER",2016-12-31,0
"551","ACER",2017-01-01,0
"552","ACER",2017-01-02,0
"553","ACER",2017-01-03,0
"554","ACER",2017-01-04,0
"555","ACER",2017-01-05,0
"556","ACER",2017-01-06,0
"557","ACER",2017-01-07,0
"558","ACER",2017-01-08,0
"559","ACER",2017-01-09,0
"560","ACER",2017-01-10,0
"561","ACER",2017-01-11,0
"562","ACER",2017-01-12,0
"563","ACER",2017-01-13,0
"564","ACER",2017-01-14,0
"565","ACER",2017-01-15,0
"566","ACER",2017-01-16,0
"567","ACER",2017-01-17,0
"568","ACER",2017-01-18,0
"569","ACER",2017-01-19,0
"570","ACER",2017-01-20,0
"571","ACER",2017-01-21,0
"572","ACER",2017-01-22,0
"573","ACER",2017-01-23,0
"574","ACER",2017-01-24,0
"575","ACER",2017-01-25,0
"576","ACER",2017-01-26,0
"577","ACER",2017-01-27,0
"578","ACER",2017-01-28,0
"579","ACER",2017-01-29,0
"580","ACER",2017-01-30,0
"581","ACER",2017-01-31,0
"582","ACER",2017-02-01,0
"583","ACER",2017-02-02,0
"584","ACER",2017-02-03,0
"585","ACER",2017-02-04,0
"586","ACER",2017-02-05,0
"587","ACER",2017-02-06,0
"588","ACER",2017-02-07,0
"589","ACER",2017-02-08,0
"590","ACER",2017-02-09,0
"591","ACER",2017-02-10,0
"592","ACER",2017-02-11,0
"593","ACER",2017-02-12,0
"594","ACER",2017-02-13,0
"595","ACER",2017-02-14,0
"596","ACER",2017-02-15,0
"597","ACER",2017-02-16,0
"598","ACER",2017-02-17,0
"599","ACER",2017-02-18,0
"600","ACER",2017-02-19,0
"601","ACER",2017-02-20,0
"602","ACER",2017-02-21,0
"603","ACER",2017-02-22,0
"604","ACER",2017-02-23,0
"605","ACER",2017-02-24,0
"606","ACER",2017-02-25,0
"607","ACER",2017-02-26,0
"608","ACER",2017-02-27,0
"609","ACER",2017-02-28,0
"610","ACER",2017-03-01,0
"611","ACER",2017-03-02,0
"612","ACER",2017-03-03,0
"613","ACER",2017-03-04,0
"614","ACER",2017-03-05,0
"615","ACER",2017-03-06,0
"616","ACER",2017-03-07,0
"617","ACER",2017-03-08,0
"618","ACER",2017-03-09,0
"619","ACER",2017-03-10,0
"620","ACER",2017-03-11,0
"621","ACER",2017-03-12,0
"622","ACER",2017-03-13,0
"623","ACER",2017-03-14,0
"624","ACER",2017-03-15,0
"625","ACER",2017-03-16,0
"626","ACER",2017-03-17,0
"627","ACER",2017-03-18,0
"628","ACER",2017-03-19,0
"629","ACER",2017-03-20,0
"630","ACER",2017-03-21,0
"631","ACER",2017-03-22,0
"632","ACER",2017-03-23,0
"633","ACER",2017-03-24,0
"634","ACER",2017-03-25,0
"635","ACER",2017-03-26,0
"636","ACER",2017-03-27,0
"637","ACER",2017-03-28,0
"638","ACER",2017-03-29,0
"639","ACER",2017-03-30,0
"640","ACER",2017-03-31,0
"641","ACER",2017-04-01,0
"642","ACER",2017-04-02,0
"643","ACER",2017-04-03,0
"644","ACER",2017-04-04,0
"645","ACER",2017-04-05,0
"646","ACER",2017-04-06,0
"647","ACER",2017-04-07,0
"648","ACER",2017-04-08,0
"649","ACER",2017-04-09,0
"650","ACER",2017-04-10,0
"651","ACER",2017-04-11,0
"652","ACER",2017-04-12,0
"653","ACER",2017-04-13,0
"654","ACER",2017-04-14,0
"655","ACER",2017-04-15,0
"656","ACER",2017-04-16,0
"657","ACER",2017-04-17,0
"658","ACER",2017-04-18,0
"659","ACER",2017-04-19,0
"660","ACER",2017-04-20,0
"661","ACER",2017-04-21,0
"662","ACER",2017-04-22,0
"663","ACER",2017-04-23,0
"664","ACER",2017-04-24,0
"665","ACER",2017-04-25,0
"666","ACER",2017-04-26,0
"667","ACER",2017-04-27,0
"668","ACER",2017-04-28,0
"669","ACER",2017-04-29,0
"670","ACER",2017-04-30,0
"671","ACER",2017-05-01,0
"672","ACER",2017-05-02,0
"673","ACER",2017-05-03,0
"674","ACER",2017-05-04,0
"675","ACER",2017-05-05,0
"676","ACER",2017-05-06,0
"677","ACER",2017-05-07,0
"678","ACER",2017-05-08,0
"679","ACER",2017-05-09,0
"680","ACER",2017-05-10,0
"681","ACER",2017-05-11,0
"682","ACER",2017-05-12,0
"683","ACER",2017-05-13,0
"684","ACER",2017-05-14,0
"685","ACER",2017-05-15,0
"686","ACER",2017-05-16,0
"687","ACER",2017-05-17,0
"688","ACER",2017-05-18,0
"689","ACER",2017-05-19,0
"690","ACER",2017-05-20,0
"691","ACER",2017-05-21,0
"692","ACER",2017-05-22,0
"693","ACER",2017-05-23,0
"694","ACER",2017-05-24,0
"695","ACER",2017-05-25,0
"696","ACER",2017-05-26,0
"697","ACER",2017-05-27,0
"698","ACER",2017-05-28,0
"699","ACER",2017-05-29,0
"700","ACER",2017-05-30,0
"701","ACER",2017-05-31,0
"702","ACER",2017-06-01,0
"703","ACER",2017-06-02,0
"704","ACER",2017-06-03,0
"705","ACER",2017-06-04,0
"706","ACER",2017-06-05,0
"707","ACER",2017-06-06,0
"708","ACER",2017-06-07,0
"709","ACER",2017-06-08,0
"710","ACER",2017-06-09,0
"711","ACER",2017-06-10,0
"712","ACER",2017-06-11,0
"713","ACER",2017-06-12,0
"714","ACER",2017-06-13,0
"715","ACER",2017-06-14,0
"716","ACER",2017-06-15,0
"717","ACER",2017-06-16,0
"718","ACER",2017-06-17,0
"719","ACER",2017-06-18,0
"720","ACER",2017-06-19,0
"721","ACER",2017-06-20,1
"722","ACER",2017-06-21,0
"723","ACER",2017-06-22,0
"724","ACER",2017-06-23,0
"725","ACER",2017-06-24,0
"726","ACER",2017-06-25,0
"727","ACER",2017-06-26,0
"728","ACER",2017-06-27,0
"729","ACER",2017-06-28,0
"730","ACER",2017-06-29,0
"731","ACER",2017-06-30,0
"732","ACER",2017-07-01,0
"733","ACER",2017-07-02,0
"734","ACER",2017-07-03,0
"735","ACER",2017-07-04,0
"736","ACER",2017-07-05,0
"737","ACER",2017-07-06,0
"738","ACER",2017-07-07,0
"739","ACER",2017-07-08,0
"740","ACER",2017-07-09,0
"741","ACER",2017-07-10,0
"742","ACER",2017-07-11,0
"743","ACER",2017-07-12,0
"744","ACER",2017-07-13,0
"745","ACER",2017-07-14,0
"746","ACER",2017-07-15,0
"747","ACER",2017-07-16,0
"748","ACER",2017-07-17,0
"749","ACER",2017-07-18,0
"750","ACER",2017-07-19,0
"751","ACER",2017-07-20,0
"752","ACER",2017-07-21,0
"753","ACER",2017-07-22,0
"754","ACER",2017-07-23,0
"755","ACER",2017-07-24,0
"756","ACER",2017-07-25,0
"757","ACER",2017-07-26,0
"758","ACER",2017-07-27,0
"759","ACER",2017-07-28,0
"760","ACER",2017-07-29,0
"761","ACER",2017-07-30,0
"762","ACER",2017-07-31,0
"763","ACER",2017-08-01,0
"764","ACER",2017-08-02,0
"765","ACER",2017-08-03,0
"766","ACER",2017-08-04,0
"767","ACER",2017-08-05,0
"768","ACER",2017-08-06,0
"769","ACER",2017-08-07,0
"770","ACER",2017-08-08,0
"771","ACER",2017-08-09,0
"772","ACER",2017-08-10,0
"773","ACER",2017-08-11,0
"774","ACER",2017-08-12,0
"775","ACER",2017-08-13,0
"776","ACER",2017-08-14,0
"777","ACER",2017-08-15,0
"778","ACER",2017-08-16,0
"779","ACER",2017-08-17,0
"780","ACER",2017-08-18,0
"781","ACER",2017-08-19,0
"782","ACER",2017-08-20,0
"783","ACER",2017-08-21,0
"784","ACER",2017-08-22,0
"785","ACER",2017-08-23,0
"786","ACER",2017-08-24,0
"787","ACER",2017-08-25,0
"788","ACER",2017-08-26,0
"789","ACER",2017-08-27,0
"790","ACER",2017-08-28,0
"791","ACER",2017-08-29,0
"792","ACER",2017-08-30,0
"793","ACER",2017-08-31,0
"794","ACER",2017-09-01,0
"795","ACER",2017-09-02,0
"796","ACER",2017-09-03,0
"797","ACER",2017-09-04,0
"798","ACER",2017-09-05,0
"799","ACER",2017-09-06,0
"800","ACER",2017-09-07,0
"801","ACER",2017-09-08,0
"802","ACER",2017-09-09,0
"803","ACER",2017-09-10,0
"804","ACER",2017-09-11,0
"805","ACER",2017-09-12,0
"806","ACER",2017-09-13,0
"807","ACER",2017-09-14,0
"808","ACER",2017-09-15,0
"809","ACER",2017-09-16,0
"810","ACER",2017-09-17,0
"811","ACER",2017-09-18,0
"812","ACER",2017-09-19,0
"813","ACER",2017-09-20,0
"814","ACER",2017-09-21,0
"815","ACER",2017-09-22,0
"816","ACER",2017-09-23,0
"817","ACER",2017-09-24,0
"818","ACER",2017-09-25,0
"819","ACER",2017-09-26,0
"820","ACER",2017-09-27,0
"821","ACER",2017-09-28,0
"822","ACER",2017-09-29,0
"823","ACER",2017-09-30,0
"824","ACER",2017-10-01,0
"825","ACER",2017-10-02,0
"826","ACER",2017-10-03,0
"827","ACER",2017-10-04,0
"828","ACER",2017-10-05,0
"829","ACER",2017-10-06,0
"830","ACER",2017-10-07,0
"831","ACER",2017-10-08,0
"832","ACER",2017-10-09,0
"833","ACER",2017-10-10,0
"834","ACER",2017-10-11,0
"835","ACER",2017-10-12,0
"836","ACER",2017-10-13,0
"837","ACER",2017-10-14,0
"838","ACER",2017-10-15,0
"839","ACER",2017-10-16,0
"840","ACER",2017-10-17,0
"841","ACER",2017-10-18,0
"842","ACER",2017-10-19,0
"843","ACER",2017-10-20,0
"844","ACER",2017-10-21,0
"845","ACER",2017-10-22,0
"846","ACER",2017-10-23,0
"847","ACER",2017-10-24,0
"848","ACER",2017-10-25,0
"849","ACER",2017-10-26,0
"850","ACER",2017-10-27,0
"851","ACER",2017-10-28,0
"852","ACER",2017-10-29,0
"853","ACER",2017-10-30,0
"854","ACER",2017-10-31,0
"855","ACER",2017-11-01,0
"856","ACER",2017-11-02,0
"857","ACER",2017-11-03,0
"858","ACER",2017-11-04,0
"859","ACER",2017-11-05,0
"860","ACER",2017-11-06,0
"861","ACER",2017-11-07,0
"862","ACER",2017-11-08,1
"863","ACER",2017-11-09,0
"864","ACER",2017-11-10,0
"865","ACER",2017-11-11,0
"866","ACER",2017-11-12,0
"867","ACER",2017-11-13,0
"868","ACER",2017-11-14,0
"869","ACER",2017-11-15,0
"870","ACER",2017-11-16,0
"871","ACER",2017-11-17,0
"872","ACER",2017-11-18,0
"873","ACER",2017-11-19,0
"874","ACER",2017-11-20,0
